Id,ProductId,UserId,ProfileName,Time,Score,HelpfulnessNumerator,HelpfulnessDenominator,Summary,Text
383246,B003G0APGK,A3MTC6UND84D81,Cindyd,2010-07-20,4,5,5,My Cat Loves This!!!,If it were up to my cat this would get 10 stars.  He is 15 years old and has decided he doesn't want kibble anymore and this is the only soft food he likes (Wellness Healthy Indulgence Grain Free pouches).  When I have tried other soft food he loses weight because he refuses to finish it or to eat it at all.  I guess he knows what food is the healthiest!<br /><br />I gave this only 4 stars because of the price.
33915,B00412W76S,A334MQCA8RFELB,Da Calico Cat,2011-10-23,5,0,0,Yummy Tea,"I love this tea.. It was recomended to me by my Dr. to help during pregnancy.. Doesn't taste too bad with some honey, and makes me feel more relaxed."
255283,B0029NVJX8,A8LVI41BC3DWJ,"J. Menard ""Book Lover""",2012-04-25,5,0,0,Kitty Love,"My kitty loves these.  He knows where I keep them and he is so funny, when  he wants some he get on top of the basket and begins batting the bags."
395902,B001CWSKFC,A1RCLOFPWV3BJ3,"M. Jones ""The Boy's mom""",2010-12-19,5,0,0,Forget About The Rest... This Is The Best!,"I have two extremely picky eaters. They truly give air plants a run for their money as they eat only to live. As if that is not enough, both are gluten sensitive and allergic! I've been through every pretzel out there and nothing compares. I don't bother with ""regular"" pretzels. I put these out at parties and playdates and have been asked what brand they were as our guest noticed how tasty and fast they were going. Light, flavorful, and a satisfying crispy crunch. Awesome!"
96065,B004G5ZYN8,A1WFO3L0BWLLEC,brenllin,2012-05-27,5,1,1,Perfect For Agressive Chewers!,"I bought this antler chew bone for my daughters dog who chews up just about any chew bone almost instantly! The dog is a Corgi German Shepherd mix.  My daughter says these antler bones are the only type that just last and last, and her dog gets a lot of chewing satisfaction.  These are natural antler bones which are ""harvested"" from the forest after being shed by a moose. Recommend highly, especially if your dog can chew most bones up in minutes.  These antler bones last for weeks!"
78670,B00472I5A4,ADS5APY1NKTL4,"D. Pawl ""Dani""",2007-03-28,5,7,9,Great (Hot) New Flavor....,"I am a great fan of potato chips and of Thai food.  I was so happy when Kettle Chips decided to meld two of my great loves together! (What a concept.....)  These chips are spicy enough, without burning a hole in your tongue.  Also, they have a nice hint of sweetness that makes them habit forming (careful!).  Once in a while, this is a treat definitely worth indulging in."
462663,B001JJLUK0,A8ARLSDRQE5UO,Eden,2011-01-26,1,9,12,Fail,"I love teavana products, when I ordered this sampler set I was excited. It arrived with NONE of the tea, I contacted customer service, They took their time sending me the teas I had already paid for, and four completely different flavors of teas arrived, the flavors look gross ""strawberry lemonade"" and other fruity flavors, but NONE of the teas they claim are included are here.This Not what I ordered, customer service leaves something to be desired, in my opinion they should have put a rush order on the teas they forgot to send me. Now I have tea I paid for and don't want. Very disappointed."
196863,B008JKTTUA,A1FCLNDLEMZYKV,dhgrady,2012-07-23,4,0,1,Kind Plus Bars,The KIND Plus cranberry almond bars are healthy for you and absolutely delicious.  I think they are better if you refrigerate them prior to consuming.  Great product.
405074,B0000D17W5,ALYOQ8324079Y,"Maddi Hausmann Sojourner ""madhaus""",2003-12-02,4,0,0,Instant Restaurant Miso,"This stuff is perfect for a camping trip or when you're too lazy to cut your own tofu and green onion to mix with proper miso paste.  My 6 YO son loves it because it's nice and salty.  And how many of us are willing to open a tub of tofu to cut half an ounce of the stuff, anyway?  It's not perfect but it makes up for that in convenience."
436900,B000PUQPA4,A3M65YHAT686E2,Angela Poch,2011-08-15,4,3,3,Yummy!,"These smell so good and tasted just like ""regular"".  Only wish they were vegetarian.  Can't find any vegetarian ones that can even come close to these, so I'll settle for Kosher for now!"
13041,B0011XKHY4,A2SFVKANAZ3EIX,Rosemary M. Nolan,2009-09-14,5,1,1,Airline Cookies,"The cookies are really good, unlike many airlines' offering(if any). The cookies were well packed, none were broken and were a good value. I have subsequently found them at a national store."
379379,B001EO5VMS,A1844X9KU4Y6GN,"A Reviewer "":-)""",2011-05-22,5,1,1,Nice Morning Coffee,"Smooth and rich, lightly chocolate, no bitter.  I'm ordering our second set of 3 bags.  I didn't trust our local grocery store's health food section anymore.  One time I saw an employee stocking what was suppose to be fair trade coffee but the inventory bags didn't seem to match the labels on the dispensers.  I want to buy fair trade and organic to support those in other countries with low wages and poor living conditions with our coffee habit, and I want to be sure I'm getting what I'm paying for.  So I started looking around for one to order via the internet since I didn't trust our store.  So far, so very good."
43415,B003UBFYK2,A3H4BKQ78HDJO4,bhundley,2012-01-02,3,2,3,"Good, But Different","These crispy M&M's do not taste like they used to when they were sold here in the U.S. These might be made with dark chocolate or something, but they taste completely different."
457000,B001HYB2P0,A2IUBJJBH9PF9R,J. Raney,2010-03-14,5,7,7,Excellent Healthy Food For Your Dog!,"My Shih Tzu's have allergies, they licked and about chewed their paws off. Spent $$$$'s at the vet for pills, shots, etc..I did research and came across Wellness and I am soo happy I did. It is all natural food, no corn, wheat, soy.. No additives.. Small pieces just right for small breeds. I highly recommend it! and so do my babies! They love it!"
154426,B002AQ0OL2,A1AF7ZXYWDY7SM,thekannon,2011-03-26,4,0,0,Timothy'S Breakfast Blend,"I really like coffee but don't like very strong/bitter tasting coffee.  this blend is neither very strong nor bitter and i like it very much.  also, the 50 pack is very economical since I am now drinking more coffee!!"
87668,B001F2GDO4,ACYR6O588USK,"'  Groovin' guy ""music historian""",2009-04-21,5,2,2,My Dog Loves This,"I love the idea that proceeds from the sale of this product goes to rescue animals in need. That reason alone was what made me want to buy this product for my dog.<br /><br />My dog still eats his Eukanuba puppy food, but I wanted to buy this too, to give as another form of treat. Since I'm still training him and since I love rewarding him, I like to try anything new I see that seems healthy for him.<br /><br />Maybe when he is an adult I'll ask the vet if I can switch  him to this dog food.<br /><br />He does love the taste and if Rachel Ray feeds this to her Isaboo, it must be good."
448204,B001IA99FS,A14HK5I31UI1E4,Garjo,2009-06-13,5,2,2,Sweet & Tender,"This is a great tasting jerky. Thick, sweet and tender. I prefer the teryaki but this is real close. Keep up the good work! (ship me some free and I'll be even happier!!). Thanks CCR crew!!"
356730,B004U7QY5O,A1ARJ5J5KZU81D,Dev,2011-05-23,5,1,1,Tazo Zen Full Leaf,Tazo Zen is a great tasting green tea.  I would recommend to others at least to try.  They serve it at Starbuck's stores so it would be better to try there first (although they will charge you $2 for a small).
135039,B004HOQE64,A1JZRY5ZGW15NS,Grits,2012-09-11,5,0,0,Best Blue Diamond Almonds,I am so delighted to get these Salt and vinegar Almonds.  None of the stores near me carry them.  They are actually great for my diet.  I can eat as many as I like yet the amount has less calories than if I was eating chips.  I can only eat so many nuts at a time while I can pig out on chips and waste lots of calories. My friends are always digging in my closet to see if I have any when they visit.  Love them.<br /><br />mls
69096,B0018KR8V0,AAPQ4T87EJBKE,Jan2,2011-05-10,5,0,0,Great Product!,"Me and my husband love this bar. It is great for hiking or for everyday snacking. It tastes great and it is healthy - it contains only fruits and nuts, no sugar added."
471695,B00370957E,A1MA2I8HXUQ6P6,1903farmhouse,2012-07-09,5,0,0,"Yum, Yum, Yum!","The most delicious almond butter ever!  So much better than any other almond butter that I have ever had.  My local store stopped stocking it, so now I'm buying it online because I can't bear to go without it."
152653,B001HXNIPS,AUTYRZTZTY0ME,"Robert D. Miller ""bob""",2009-06-25,5,1,1,My Personal Favorite Crisp Bread,"I enjoy the many varieties of crisp bread, but always come back to Siljans for the taste and texture. If you like crisp bread but never tried Siljans, you are missing out.  Admittedly, the package size is a bit awkward to stash somewhere, but that is part of the unique charm of this brand."
253120,B004BJY6Y2,A250PPAYI1KS91,aJ,2011-09-18,5,4,5,Best Lavazza Ever,"I've tried Lavazza Caffe Espresso and Crema e Gusto. Rossa tastes like middle of these.<br /><br />Crema e Gusto is the cheapest so if it tastes ok i wanted to go with it. however, it has bitter and acid aftertaste. And this acid make my stomach growling. I had that growling with Caffe Espresso but with Rossa, never experienced it."
554428,B003QGFM58,A1CFJK0LESGQW0,M. Reth,2011-06-01,5,0,0,Awesome Sauce,"If you like spicy food, this hot sauce is actually a great way to spice things up. I wouldn't recommended eating it straight unless you're doing it as a challenge, but I would just mix it in with other sauces. The taste is surprisingly good! The spice kicks pretty fast. Awesome product, and I would buy again. Definitely not recommended for those who can't take any spiciness at all. They will literally scream in pain. I would know, I gave my friend a drop of it and he was running for the milk!"
121381,B0000WEVH6,A3T8XDQK4QSFBK,Quinn Martin,2010-04-08,5,4,5,Simply The Best Italian Espresso,"Superb balance. Great lingering sweetness, not at all harsh, moderate brightness. Essentially everything that I search for in an espresso. The bean aroma is very sweet with hints of hazelnut shells. The roast is lighter than most of the Lavazza blends (although it was darker that the Tierra I tried) and much lighter than the beans you would find used in a popular America coffee franchise. In my opinion, this is what really lets this coffee shine, complementing the deep caramels with its restrained brightness and giving way to fruity notes.<br /><br />One very important note: do not simply seal this coffee in the can with the lid after you use it. The can is not airtight, and my first can was stale overnight. I thought that my barista skills were steadily declining, but when I opened the second can the difference in flavor and aroma were astounding. Place it immediately into an airtight container and use within a week. Too bad that this coffee is so expensive, or I would be pulling shots with it all the time. If you've never tried it, splurge a little. It will be memorable."
32708,B0083QJU72,A308MRK9FH6X2C,"David M ""David M""",2009-11-25,5,0,0,Excellent,This grade B has much richer maple flavor than any grade A that I have tasted.  Quite a treat with the weekend family breakfast.  Highly recommend.
404640,B00153C4B4,A2V4P6IRCK1P70,"Morgaine Swann, H.Ps. ""Morgan""",2009-09-10,5,3,3,A Staple At My House,"I have these on subscription so I never run out. The flavor is fantastic, and the packaging makes them convenient to use often. They don't contain hormones or antibiotics which makes them much better than canned broth from the grocery store. They don't have to be refrigerated until they're opened, but they're packaged in 8 oz. containers so I rarely use less than a whole one. They're an outstanding base for soups, dumplings, gravies and sauces."
375665,B000OK48CC,A11GXUL84EPF24,"Ursula ""Ursula""",2009-08-08,5,4,4,Pavesini For Tiramisu,"Madame X is right.  I made many, many Tiramisus over the past years and always used German or Italien 'Loeffelbisquits' until my Italian colleague recommended Pavesini.  At first I was concerned as they are so flat.  Not to worry, they are perferct, I make four instead of two layers now and they do not become as soggy with the Expresso as the bisquits.  Best Tiramisu ever!"
341447,B001RVFEP2,A1YU54XZFZLMKK,Barbara J. Hart,2011-09-10,4,0,0,Popchips,"I love these; a low calorie way to get that ""barbeque potato chip"" taste. Still somewhat high in sodium, but healthier than regular chips. You really do get that barbeque potato chip taste! If you are trying to eat healtier or lose weight this may satisfy your ""potato chip craving"".  I really like the barbeque flavor. Great single serving for portion control. (It's easy to eat too many chips without knowing it!)"
199514,B000H0HB96,A23GWVRO8RC73W,Rebecca Fernandez,2012-01-08,5,0,0,Delicious,"This cake is light, fluffy, and chocolatey. We nuke one before any birthday party, so that my celiac son has his own safe cake. I just top it with some buttercream from the freezer or frosting from a can, but this company sells frosting packets that are really good too. Be sure to put the frosting on while it's warm and let it melt a bit, because the cakes are very delicate. I sprinkle them with colored sprinkles, too."
275835,B0004JR8SE,A3VMI35XL9VFP9,Faith A. Dooge,2006-11-09,5,17,18,Love That Postum!,"Postum is a wheat/grain coffee substitute.  When I was a child, my parents used to let me drink Postum while they had their coffee.  I still love the taste of it--similar to coffee but unique. I enjoy it in the evening when it's too late for ""real"" coffee.  I can purchase Postum in my local grocery store.  I purchased the Postum from Amazon for my sister, who has moved to Tennessee where Postum is not available in the grocery store.  She was ecstatic when she received the Postum I purchaed through Amazon.com."
102298,B001JJYZ1Q,A27504CHQEME5G,"D. Constant ""constantlybooks""",2012-01-08,5,1,1,Multi Bran Chex,"I am a diabetic and need to increase my fiber content daily. I am eating Multi-Bran Chex daily and I really, really like them a lot. Being able to purchase from Amazon is incredible since no store locally carries them any more. Thank you Amazon for giving me this opportunity."
342230,B001M0G1VO,A6JW8KIPJT6EH,Mary M.,2012-03-24,4,0,0,Good Products,I make my version of parsley stew with this and it turns out great. I wish they would make one without fenugreek. I am not a big fan of that even though it is authentic for this Persian stew.
10446,B000PUTHCM,A2FF37ERPYEB67,Ez Aviv,2009-09-21,5,0,0,Best Wafers Out There,Just put those in the fridge and have them with your coffee - nothing beats that
503030,B000P504ZG,A2SXQHNBM7JLCC,midcentury modern,2010-09-04,1,12,13,Beware Of Bugs From This Seller,"I love these bars.  I basically live off of them.  HOWEVER, this is now the second time that I have ordered them from Amazon where the internal boxes of bars have had bugs in them.  They looked somewhat like ants, but I wasn't sure what they were.  Just gross little crawly things creeping around inside and outside of the box.  I say beware because the bugs are tiny and you might think that they're not there when you open the package.  My advice would be to let the internal box of bars sit outside your cupboard on a counter for a day and see if you notice any bugs before you co-mingle the box with your household food. Gross, gross, gross.  So unhappy because other than that, these bars are great.  But I will never order them online from Amazon again.  Thank g-d Trader Joes and Ralphs are starting to carry this brand."
49845,B000SATILO,A4KUYJ4TYPKQ7,metoo,2011-07-25,5,0,0,All The Ingredients For High Blood Pressure,"I expected 100% hibiscus, but was very happy with my purchase and now have it on auto-delivery. I paid big bucks in the past for a blend of hibiscus tea at Teavana. This tea is just as good, if not better. Hibiscus, orange peel, and cinnamon lower high blood pressure. I add a small piece of <a href=""http://www.amazon.com/gp/product/B003VVHIJ6"">Needle Ku Ding Tea</a> to the mix and a dash more cinnamon when brewing. The needle ku ding has a very bitter taste so a little goes a long way. I am 100% pleased with this product and the results I have gotten with my customized blend."
567130,B004WSZYRU,A2E1F2LDIKDVHK,Miss Haha,2012-02-05,5,0,0,Excellent Mix,Order came quickly with a large variety of flavors to try and at least two of each flavor (so you don't have to share your cup).
277105,B000Y5JFYI,A30GH7ZXHSCHTN,tarsains,2012-10-09,5,0,0,Very Good :),Shipped was fast and as described :-)  Was nice to to find a product that is not available here and also have the option to combine items ...
504282,B004YGQPAK,A364Z8P1YEV5NS,K. Pollock,2011-10-28,4,1,1,"Tastes Great, Less Energy Than Expected","I love the taste of these candies. They have a hard outer shell that tastes like a butter toffee and a liquid honey center. I wanted to try one in the afternoon when I was really dragging at the end of a work day (4:30 - 5:00 is when my energy seems to be at its lowest). While I really enjoyed eating the lozenge, I didn't notice any burst or spark of energy. Nothing compared to a cup of coffee or tea. I did only eat one and not three consecutively, so maybe if I had eaten more I would have felt the charge. My grandchildren all loved them and hey, there's nothing wrong with candy that contains some vitamins. I didn't have a sore throat, but I bet they would be soothing because of the honey and vitamins. I would order these again; not for the energy aspect but the delightful taste."
41281,B00427ZLOM,A3EYP9APJQF5OQ,Jennifer S.,2012-09-02,5,1,1,Exceptional Cat Food!,"Oh, this is some good cat food!<br />Have you ever opened a can of Friskies and gagged at the awful smell? How can your cat eat that?<br />This cat food smells pretty good, and it simply looks and smells like good food. My kittens made so much noise when I opened that can! They gobbled it right up, and I have to admit that it smelled pretty good."
402635,B000MANI4S,A3IGB5V4PYTOCW,Sandy,2011-07-11,2,0,0,Too Much Salt!!!,"There is the taste of salt, caramel and apple in this.  The salt taste ruins the apple and caramel flavor.  It is overpowering!"
437079,B000WFPJIG,A4JYAW6LTDZ4Q,Georgia Vallejos,2008-04-14,1,1,6,Health Food For Cats?,"I only bought this because the breeder where I bought my cat said she wouldn't eat anything else. I'm surprised my cat didn't starve to death, because she wouldn't touch this stuff, nor would my other cat. I donated it to the Humane Society."
64882,B005MWAM72,A1NBNEIPXQ8I8T,J. Koster,2012-01-29,1,0,0,Like A Bowl Of Sugar,"The product, Quaker Instant Oatmeal, High Fiber, Maple and Brown Sugar, was extremely sweet.  Way too much sugar taste.  I could even taste salt?  I could not taste the oats due to the high sugar content.  The product was mixed with 1/2 cup boiling water per the instructions.  UPC 30000 26190."
311945,B000EVG8HE,A20WSW2OVBBALW,"Cecelia Gardon ""therid""",2011-02-24,3,1,1,Good But Not Awesome,"We had pancakes from this mix this AM.  Used eggwhites instead of whole eggs, because that's all we had.  Otherwise followed the package directions exactly.<br /><br />They were good.  They were a bit grainy but light and fluffy.  They browned nicely and cut well.  Mine had a tendency to fall apart when picked up with a fork, but not badly.<br /><br />Personally, I prefer Bisquik Gluten Free for pancakes.<br /><br />If I couldn't get Bisquik GF, I wouldn't mind these at all."
557360,B000MNRC1K,A2QP5OZNBBE104,"Yasar Faster ""World Traveler""",2012-10-06,5,0,0,"Excellen Black Tea, Plain No Milk Or Surgar","A good cup of tea in the afternoon to me is a bit of heaven.  My old standby for years has been Tetley's British Blend.  I then spent a month in Egypt, where they love their tea.  I came away craving Lipton Yellow Label loose tea, which seemed to be a favorite in Egypt.  The Yellow Label's a bit on the strong side so I usually add a bit of sugar.  Then one day,I found a unopened pouch of Taylor's Pure Assam Tea on the window sill.  My wife goes out with her girl friends to these decadent over priced tea houses where they have tea, sweets and plenty of gossip.  Well the pouch of Taylors had arrived via one of those tea houses.  Actually it had been on that window sill for at least a month before I somehow of other decided to try it.  Boy, talk about surprised, it was really good, no milk, no sugar, just tea.  It had all the qualities of a perfect tea, just strong enough, taste was of that magical flavor that has tea the choice of billions of people around the world.  This was one of the best teas I had ever tasted."
66196,B0007A0AQW,A1PQJBRZLS0ZWY,"D. Kaiser ""KingKyzr""",2012-10-10,5,0,0,Oh Boy ... Mr. Bear Devours These Things!!,My buddy bear is in love with these little snacks.  He gets all excited every time he sees me going for the bag!!  He loves em!
486673,B0014AUJII,A2L19XLK1JQS3I,"Elizabeth Bennett ""Lizzy""",2007-06-13,5,3,3,Great Tea!,I have purchased this brand of tea before and knew the quality was great but glad to have gotten a great price also!!  Delivery was prompt and service was great!
217275,B000E63LMO,A2RNUPVSNW1ZXX,Heather Walton,2008-05-02,5,0,0,Very Good Chai But Can'T Taste The Honey,"I am trying this tea for the first time. I tried the original Chai Indian spice tea yesterday and fell in love with Chai tea! I cannot taste any difference between this tea and the original Indian Spice tea. I just had a cup of each back-to-back to be sure and they taste exactly the same! I know the original has vanilla in it but no honey. I do not add any sugar or anything else to my tea and I cannot taste the honey. This tea is excellent for sure and you cannot go wrong with any of the Celestial Seasonings Chai teas, but if you are looking for a different flavor then the original try the Chocolate Enhanced tea- very good and so sweet and slightly milder then this one in terms of Indian spices and black pepper flavors. Still a wonderful tea with the health benefits of White tea and Black tea!"
446972,B0007LXU7M,AG4AEU0L4W2ZC,"KC ""KCUnitedGreen""",2009-06-18,4,0,0,Yum,"Nice flavour, almost that of malted milk balls with far less guilt.  I'm a kashi bar fan and this one is also very nice."
160385,B001EO5SW6,A2Q5AEUUTQWFRO,"D. Derks ""Cubsfan53""",2012-01-30,3,0,0,Not A Substitute For Post Fortified Oat Flakes,"Tried these Oat Bran Flakes as a replacement for the great tasting Post Fortified Oak Flakes, but they don't match up."
271414,B000TZ1S2A,A34IU4QR5SDDCS,catscan12many,2011-12-14,5,0,0,Kitty Loves It,Our elderly female cat loves this one.  She asks for it at 6 p.m. They are strong smelling treats (the chicken flavor) and she loves them.  She seems to limping a little less.  Hope the little girl is feeling a little less achy from it.
258689,B0029NUWA4,A1CYCOFCF2AEWM,L. Casale,2012-08-25,5,0,0,Yummmmm,"My cat loves this.  The pellets are nice and small and colorful.  The ingredients list is great.  Most importantly, my cat hasn't vomited on this and this is the second bag!"
273196,B007PA33NY,A3RCHTBA5NAY8Y,Deward M.,2012-03-29,4,1,1,Good Stuff,This is a great change-of-pace coffee... and I almost didn't buy it because I haven't been impressed by the celebrity-named coffees (one in particular comes to mind). Glad I did. Very unique taste to it.
168098,B005VOOKS8,A1C217T6VWIE3,"Mehetabelle ""mehetabelle""",2012-03-18,3,3,5,Flavorful But Weak,"This coffee comes in individually foil-sealed pods. If you don't use a machine that uses pods, you could brew it like a tea bag but you might get a more bitter brew with more residue. The pod machines are like espresso machines in that they pump very hot water, or steam, through the coffee.<br /><br />I don't know what it means that this coffee is 'organic.' I thought all foods were organic. If 'organic' means the coffee bushes were not treated with pesticides or fertilizers, that might affect the yield (and therefore the price) but how might that affect the flavor?<br /><br />The flavor is nice -- a little fruity. It has none of the bitter bite that's typical of espresso or dark roasted coffee. If you like strong coffee with chocolaty, full-body flavor that stands up to sugar and half-and-half, and can dissolve silver spoons, this is not for you."
525403,B0018CIRMM,A1D9YG4BNUKNK9,Sheilaroni,2011-10-25,3,0,0,Sam Said It Is Okay,"I love Stella & Chewy's food  Sam I am  my furry friend does too, but he said that he prefers the duck dinner some times he leaves the lamb in his dish. So we will stick to the duck in the future."
18100,B008ZRKZSM,A3PCFMJ9L2NWS9,"Joan Hough ""Jo Cook""",2012-02-23,4,0,0,Easy To Use,Use this powdered peanut butter in smoothies.  Easy way to use for this purpose.  No messy clean up.  Saw the Hungry Girl use it and decided to give it a try.
296320,B000S11CTY,A1TB98JFAQN9R7,Mamoru Yamanishi,2008-04-04,5,0,0,"""Soba"" Noodle","This flour is suitable for making ""soba"" noodle.<br /><br />I can buy whole flour of backwheat, which seems much strong soba flavour, at the local store.  However, this contains too much fiber and its noodle is nothing eatable.  On the other hand, this flour is made from buckwheat without pericycle and the noodle is ""soba"".<br /><br />On each weekend, I enjoy home made ""soba"" here Nebraska."
565965,B003EMXR42,A17HEMHBZVY4RE,D. Kuchler,2011-09-25,5,1,1,Popular With Teenagers,Our 16 year old son loves these Mike and Ikes. They are a regular order given their popularity.  We buy them weekly.
72949,B0042GZSMI,A15RAF8IT6GJNF,J. Gray,2012-09-06,1,0,0,The Quality,"I recently purchased a box of this candy at See's and all three of us noticed the dark chocolate was very good, but it lacked the molasses flavor. I was able to return it to the Northridge store for a refund, but found after the fact, that the box of half dark chocolate caramels and butterscotch squares had a sugary inner part as well. I and the other people believe See's is cutting corners in what they make."
381196,B000SARJFG,A2MVJYARMRTQ9D,Willbeoutdoors,2011-06-01,1,3,5,Bad Stuff,"This tea seemed like a good deal, it turned out not! The tea leaves were a combination of brown, black, and crispy. There was absolutely no green to it at all. I would never buy Davidson's again."
153120,B00141WDXG,A2JWTX8EO8TT9X,"Barbara J. Guzzetti ""SL Avatar""",2009-02-15,4,3,4,Doogswell Happy Hips,My dogs are nuts for the Dogswell Happy Hips dried chicekn breasts but they are made in China so I hardly ever give them to my dogs.I wish the company would have them manufactured elsewhere.
495381,B0013LYLIW,A1WX42M589VAMQ,Mir,2008-05-02,5,3,4,So Faboo: Dangerous For Those Prone To Chips Binges!!!,"I ordered these this week from my organic foods delivery service. OH MY WORD! Spicy (but not burning spicy, more like tongue-warming), sweetish, salty...a really strongly-flavored and delicious chip. If you like barbecue flavor, this is a nice sweet-Mexi-fied barecue.<br /><br />I also like that it's organic.<br /><br />I ate the 5 oz bag in less than 15 minutes. My bad. But dang, if they're not sinfully delicious.<br /><br />Granted, 5oz is not a whole lot (it was skimpy for the price, which is often the case when it comes to organic), but it was 750 calories at a pop. Geesh.<br /><br />Yes, 150 cals per 1 oz serving. That's about par for the course for fried chips.<br /><br />Verdict: Fattening, crispy, flavorful, delicious. Best to stick to very small servings on the side of a low-fat sandwich or soup.<br /><br />Enjoy.<br /><br />Mir"
302198,B003D5LIRS,AZ091NSEL2ILM,Tony,2011-12-21,5,3,3,The Best Shortbread Cookies I Have Had,These are to die for. They are loaded with butter flavor and excellent not some skimpy small sized cookie either. A cookie that's proudly put out onto trays for company. The flavor is excellent. The price is great too. especially since it is a 2 pack. They are fantastic. you will love these I do and so does my wife.
145961,B000SDKDM4,A25QM6LQRU4BO,Mark P. Rudow,2010-10-26,5,0,0,Great Coffee Great Price,"I have been using these beans for about 6 months with my superautomatic Capresso machine.  I primarily drink cappuccinos and lattes.  The taste is great, and reminds me of the coffee in Italy.  Another nice aspect of these beans is that they are not oily, which is especially important if using a superautomatic machine.  I ""subscribe"" to the product, which comes in a one kg bag.  The price, including shipping, comes to less than $7.40 a pound, which is an incredible bargain."
171114,7310172001,A3W35OAAB4XNX9,Maryann Aniela Royster,2011-04-27,5,0,0,Dogs Love Them,"all natural,dogs favorite treat. Don't give too many because it will constipate dog. My dogs will do anything for these treats!"
506573,B0012KB4BG,AVJZ8QAIPF1MV,"Layla ""Layla""",2012-03-17,5,0,0,Neo Loves It,My cat neo is a four year old Tom cat. He is very particular about his food. He comes running when he hears the can opener  and he knows he's getting his fancy feast.
14895,B0012ZJ4S6,A1B4ROPSIENCIK,P. Colbert,2008-02-08,3,0,0,"Good Tea, Bad Bags","This is great sencha tea with just a hint of orange.  Being whole leaves rather than just the fines really makes a flavor difference - almost as good as brewing from bulk leaves and certainly more convenient.  It's too bad it's packaged in what appear to be nylon bags, however.  They do not seem to be readily decomposable - not a good thing since we try to compost and recycle everything we can."
531116,B0029JPOWO,A3YVWWVZMT33I,Christopher E. Huerd,2012-09-18,5,0,0,Big Box Of Awesome Cherryness!!!,I shouldn't have bought this. I cant stop eating them. It came in the box you find in gas stations and stores and was wrapped in plastic. Arrived ahead of schedule. 5 thumbs up and amazon is bad ass!!!
163029,B0062TYZFE,A3KXL8WUEL99T3,masha,2012-07-30,5,0,0,Love It!,"This juice is refreshing and makes me feel good knowing it has all the healthy ingredients :)<br />The ginger gives the cherries a bit of a tart taste, but it's sooo amazing"
148186,B001ONPN22,A1V1EP514B5H7Y,asiana,2011-03-07,5,0,0,Another Great Cheese Snack Cracker,Wonderful cheese flavor that made me order it through the Subscribe and Save program through Amazon.  I no longer have to buy it at my local Jewel and having it delivered right to my door is an added bonus.
460672,B003ULH01I,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",2011-01-26,5,5,5,A Breakfast Tea That Doesn'T Disappoint!,"*****<br />Numi Tea's Morning Rise Breakfast Blend Black Tea is a fine premium Numi tea, both certified organic and kosher. The ingredients are fair trade certified organic Keemun black tea, fair trade certified organic Darjeeling black tea, fair trade certified organic Ceylon black tea, anfair trade certified organic Assam black tea. A powerful black tea blend indeed! There is nothing artificial in this or in any Numi tea.<br /><br />On the box, the manufacturer writes: ""Numi perfects the classic breakfast tea with this organic black tea blend, Morning Rise. Four of the most extraordinary black teas compose this hearty, complex, and exciting morning cup. Ceylon, gardened in the small and exotic country of Sri Lanka, bestows its strong yet smooth profile, while Indian grown Assam imparts a malty and robust depth. Keemun, from China, offers deep burgundy notes that complement the natural floral finish and fruity Muscatel of Darjeeling, cultivated on the mountain peaks of India. This rich, bold black tea blend has an unrivaled smoothness and a magnificent aroma resembling dawn's early warmth. Let the morning greet you through the radiant daybreak of Numi's superior Breakfast Blend.""<br /><br />It tastes strong and and is perfect for people who want a black tea that is not flowery or herbal-y but tasty, complex, and superb high-quality in the morning.<br /><br />Highly recommended.<br />*****"
335648,B006E0NDFO,A23UKD01CWPIPS,J. JordanAtagun,2012-10-04,5,0,0,Wonderful Tea,"This is a wonderful tea, I will definitely purchase it again.<br /><br />It has a good hint of Vanilla but not to sweet or overwhelming. I use this tea with my Cherry Blossom Tea Forte mug and a bit of honey and it just feels like a treat ."
346703,B000DZFMIM,A2Q5OCCGSTS8B5,Buyer723,2008-09-17,1,0,2,The Ginger Cookies Are Yuck,"I don't know about the others, but I agree wholeheartedly with the previous reviewer who said the Ginger Cookies were AWFUL!  Mine went into the trash after I tasted one of them. Save your money!"
324954,B000F8L4GG,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",2010-05-05,5,5,5,"18 Bars- It Says 'Pack Of 8' , But You Get 18 Bars-Great","These Payday Peanut Caramel candy bars were very yummy. I don't know why the first description of the product says 8 bars. A bit further down in the details it does tell you 18 bars. $17.51 for 8 candy bars would be a rip off. But you get 18 King Size candy bars, which equals 36 regular size. So the price, with the free s/h is a good deal. I would buy again."
461889,B000H27MTS,AYBYYDVV5ABJE,retrodog,2012-02-26,5,1,1,"Great Taste, No Msg","Excellent flavor. Easy to make. Everybody likes it. Great product. Love chicken and sausage added, and some fresh celery. Cheap price for great value."
50313,B001DWEF8W,AO0HPTFIKQE9B,"Stephen R. Scheffler ""Alki food connoisseur""",2008-11-06,5,2,2,This It Makes A Good Cake But A Better Cupcake,"My wife loves this product because my four-year-old daughter loves to have ""parties"". We found this makes makes wonderful easy and natural cupcakes."
